XPOS	person	number	tense	mood	voice	gender	case	degree
verb	3	dual	fut	ind	mid	_	_	_
verb	3	dual	fut	ind	pass	_	_	_
verb	3	dual	fut	opt	act	_	_	_
verb	3	dual	fut	opt	mid	_	_	_
verb	3	dual	fut	opt	pass	_	_	_
verb	3	dual	futpf	ind	act	_	_	_
verb	3	dual	futpf	ind	mid	_	_	_
verb	3	dual	futpf	opt	act	_	_	_
verb	3	dual	futpf	opt	mid	_	_	_
verb	3	dual	impf	ind	act	_	_	_
verb	3	dual	impf	ind	mid	_	_	_
verb	3	dual	pf	imp	act	_	_	_
verb	3	dual	pf	imp	mid	_	_	_
verb	3	dual	pf	ind	act	_	_	_
verb	3	dual	pf	ind	mid	_	_	_
verb	3	dual	pf	opt	act	_	_	_
verb	3	dual	pf	opt	mid	_	_	_
verb	3	dual	pf	subj	act	_	_	_
verb	3	dual	pf	subj	mid	_	_	_
verb	3	dual	plupf	ind	act	_	_	_
verb	3	dual	plupf	ind	mid	_	_	_
verb	3	dual	pres	imp	act	_	_	_
verb	3	dual	pres	imp	mid	_	_	_
verb	3	dual	pres	ind	act	_	_	_
verb	3	dual	pres	ind	mid	_	_	_
verb	3	dual	pres	opt	act	_	_	_
verb	3	dual	pres	opt	mid	_	_	_
verb	3	dual	pres	subj	act	_	_	_
verb	3	dual	pres	subj	mid	_	_	_
indefinite	_	sg	_	_	_	comm	acc	_
indefinite	_	sg	_	_	_	comm	dat	_
indefinite	_	sg	_	_	_	comm	gen	_
indefinite	_	sg	_	_	_	comm	nom	_
indefinite	_	sg	_	_	_	comm	voc	_
indefinite	_	sg	_	_	_	fem	acc	_
indefinite	_	sg	_	_	_	fem	dat	_
indefinite	_	sg	_	_	_	fem	gen	_
indefinite	_	sg	_	_	_	fem	nom	_
indefinite	_	sg	_	_	_	fem	voc	_
indefinite	_	sg	_	_	_	masc	acc	_
indefinite	_	sg	_	_	_	masc	dat	_
indefinite	_	sg	_	_	_	masc	gen	_
indefinite	_	sg	_	_	_	masc	nom	_
indefinite	_	sg	_	_	_	masc	voc	_
indefinite	_	sg	_	_	_	neut	acc	_
indefinite	_	sg	_	_	_	neut	dat	_
indefinite	_	sg	_	_	_	neut	gen	_
indefinite	_	sg	_	_	_	neut	nom	_
indefinite	_	sg	_	_	_	neut	voc	_
indefinite	_	pl	_	_	_	comm	acc	_
indefinite	_	pl	_	_	_	comm	dat	_
indefinite	_	pl	_	_	_	comm	gen	_
indefinite	_	pl	_	_	_	comm	nom	_
indefinite	_	pl	_	_	_	comm	voc	_
indefinite	_	pl	_	_	_	fem	acc	_
indefinite	_	pl	_	_	_	fem	dat	_
indefinite	_	pl	_	_	_	fem	gen	_
indefinite	_	pl	_	_	_	fem	nom	_
indefinite	_	pl	_	_	_	fem	voc	_
indefinite	_	pl	_	_	_	masc	acc	_
indefinite	_	pl	_	_	_	masc	dat	_
indefinite	_	pl	_	_	_	masc	gen	_
indefinite	_	pl	_	_	_	masc	nom	_
indefinite	_	pl	_	_	_	masc	voc	_
indefinite	_	pl	_	_	_	neut	acc	_
indefinite	_	pl	_	_	_	neut	dat	_
indefinite	_	pl	_	_	_	neut	gen	_
indefinite	_	pl	_	_	_	neut	nom	_
indefinite	_	pl	_	_	_	neut	voc	_
indefinite	_	dual	_	_	_	comm	acc	_
indefinite	_	dual	_	_	_	comm	dat	_
indefinite	_	dual	_	_	_	comm	gen	_
indefinite	_	dual	_	_	_	comm	nom	_
indefinite	_	dual	_	_	_	comm	voc	_
indefinite	_	dual	_	_	_	fem	acc	_
indefinite	_	dual	_	_	_	fem	dat	_
indefinite	_	dual	_	_	_	fem	gen	_
indefinite	_	dual	_	_	_	fem	nom	_
indefinite	_	dual	_	_	_	fem	voc	_
indefinite	_	dual	_	_	_	masc	acc	_
indefinite	_	dual	_	_	_	masc	dat	_
indefinite	_	dual	_	_	_	masc	gen	_
indefinite	_	dual	_	_	_	masc	nom	_
indefinite	_	dual	_	_	_	masc	voc	_
indefinite	_	dual	_	_	_	neut	acc	_
indefinite	_	dual	_	_	_	neut	dat	_
indefinite	_	dual	_	_	_	neut	gen	_
indefinite	_	dual	_	_	_	neut	nom	_
indefinite	_	dual	_	_	_	neut	voc	_
infinitive	_	_	aor	_	act	_	_	_
infinitive	_	_	aor	_	mid	_	_	_
infinitive	_	_	aor	_	pass	_	_	_
infinitive	_	_	fut	_	act	_	_	_
infinitive	_	_	fut	_	mid	_	_	_
infinitive	_	_	fut	_	pass	_	_	_
infinitive	_	_	futpf	_	act	_	_	_
infinitive	_	_	futpf	_	mid	_	_	_
infinitive	_	_	pf	_	act	_	_	_
infinitive	_	_	pf	_	mid	_	_	_
infinitive	_	_	pres	_	act	_	_	_
infinitive	_	_	pres	_	mid	_	_	_
interjection	_	_	_	_	_	_	_	_
interrogative	_	sg	_	_	_	comm	acc	_
interrogative	_	sg	_	_	_	comm	dat	_
interrogative	_	sg	_	_	_	comm	gen	_
interrogative	_	sg	_	_	_	comm	nom	_
interrogative	_	sg	_	_	_	comm	voc	_
interrogative	_	sg	_	_	_	fem	acc	_
interrogative	_	sg	_	_	_	fem	dat	_
interrogative	_	sg	_	_	_	fem	gen	_
interrogative	_	sg	_	_	_	fem	nom	_
interrogative	_	sg	_	_	_	fem	voc	_
interrogative	_	sg	_	_	_	masc	acc	_
interrogative	_	sg	_	_	_	masc	dat	_
interrogative	_	sg	_	_	_	masc	gen	_
interrogative	_	sg	_	_	_	masc	nom	_
interrogative	_	sg	_	_	_	masc	voc	_
interrogative	_	sg	_	_	_	neut	acc	_
interrogative	_	sg	_	_	_	neut	dat	_
interrogative	_	sg	_	_	_	neut	gen	_
interrogative	_	sg	_	_	_	neut	nom	_
interrogative	_	sg	_	_	_	neut	voc	_
interrogative	_	pl	_	_	_	comm	acc	_
interrogative	_	pl	_	_	_	comm	dat	_
interrogative	_	pl	_	_	_	comm	gen	_
interrogative	_	pl	_	_	_	comm	nom	_
interrogative	_	pl	_	_	_	comm	voc	_
interrogative	_	pl	_	_	_	fem	acc	_
interrogative	_	pl	_	_	_	fem	dat	_
interrogative	_	pl	_	_	_	fem	gen	_
interrogative	_	pl	_	_	_	fem	nom	_
interrogative	_	pl	_	_	_	fem	voc	_
interrogative	_	pl	_	_	_	masc	acc	_
interrogative	_	pl	_	_	_	masc	dat	_
interrogative	_	pl	_	_	_	masc	gen	_
interrogative	_	pl	_	_	_	masc	nom	_
interrogative	_	pl	_	_	_	masc	voc	_
interrogative	_	pl	_	_	_	neut	acc	_
interrogative	_	pl	_	_	_	neut	dat	_
interrogative	_	pl	_	_	_	neut	gen	_
interrogative	_	pl	_	_	_	neut	nom	_
interrogative	_	pl	_	_	_	neut	voc	_
interrogative	_	dual	_	_	_	comm	acc	_
interrogative	_	dual	_	_	_	comm	dat	_
interrogative	_	dual	_	_	_	comm	gen	_
interrogative	_	dual	_	_	_	comm	nom	_
interrogative	_	dual	_	_	_	comm	voc	_
interrogative	_	dual	_	_	_	fem	acc	_
interrogative	_	dual	_	_	_	fem	dat	_
interrogative	_	dual	_	_	_	fem	gen	_
interrogative	_	dual	_	_	_	fem	nom	_
interrogative	_	dual	_	_	_	fem	voc	_
interrogative	_	dual	_	_	_	masc	acc	_
interrogative	_	dual	_	_	_	masc	dat	_
interrogative	_	dual	_	_	_	masc	gen	_
interrogative	_	dual	_	_	_	masc	nom	_
interrogative	_	dual	_	_	_	masc	voc	_
interrogative	_	dual	_	_	_	neut	acc	_
interrogative	_	dual	_	_	_	neut	dat	_
interrogative	_	dual	_	_	_	neut	gen	_
interrogative	_	dual	_	_	_	neut	nom	_
interrogative	_	dual	_	_	_	neut	voc	_
noun	_	sg	_	_	_	comm	acc	_
noun	_	sg	_	_	_	comm	dat	_
noun	_	sg	_	_	_	comm	gen	_
noun	_	sg	_	_	_	comm	nom	_
noun	_	sg	_	_	_	comm	voc	_
noun	_	sg	_	_	_	comm	none	_
noun	_	sg	_	_	_	fem	acc	_
noun	_	sg	_	_	_	fem	dat	_
noun	_	sg	_	_	_	fem	gen	_
noun	_	sg	_	_	_	fem	nom	_
noun	_	sg	_	_	_	fem	voc	_
noun	_	sg	_	_	_	fem	none	_
noun	_	sg	_	_	_	masc	acc	_
noun	_	sg	_	_	_	masc	dat	_
noun	_	sg	_	_	_	masc	gen	_
noun	_	sg	_	_	_	masc	nom	_
noun	_	sg	_	_	_	masc	voc	_
noun	_	sg	_	_	_	masc	none	_
noun	_	sg	_	_	_	neut	acc	_
noun	_	sg	_	_	_	neut	dat	_
noun	_	sg	_	_	_	neut	gen	_
noun	_	sg	_	_	_	neut	nom	_
noun	_	sg	_	_	_	neut	voc	_
noun	_	sg	_	_	_	neut	none	_
noun	_	sg	_	_	_	none	acc	_
noun	_	sg	_	_	_	none	dat	_
noun	_	sg	_	_	_	none	gen	_
noun	_	sg	_	_	_	none	nom	_
noun	_	sg	_	_	_	none	voc	_
noun	_	sg	_	_	_	none	none	_
noun	_	pl	_	_	_	comm	acc	_
noun	_	pl	_	_	_	comm	dat	_
noun	_	pl	_	_	_	comm	gen	_
noun	_	pl	_	_	_	comm	nom	_
noun	_	pl	_	_	_	comm	voc	_
noun	_	pl	_	_	_	comm	none	_
noun	_	pl	_	_	_	fem	acc	_
noun	_	pl	_	_	_	fem	dat	_
noun	_	pl	_	_	_	fem	gen	_
noun	_	pl	_	_	_	fem	nom	_
noun	_	pl	_	_	_	fem	voc	_
noun	_	pl	_	_	_	fem	none	_
noun	_	pl	_	_	_	masc	acc	_
noun	_	pl	_	_	_	masc	dat	_
noun	_	pl	_	_	_	masc	gen	_
noun	_	pl	_	_	_	masc	nom	_
noun	_	pl	_	_	_	masc	voc	_
noun	_	pl	_	_	_	masc	none	_
noun	_	pl	_	_	_	neut	acc	_
noun	_	pl	_	_	_	neut	dat	_
noun	_	pl	_	_	_	neut	gen	_
noun	_	pl	_	_	_	neut	nom	_
noun	_	pl	_	_	_	neut	voc	_
noun	_	pl	_	_	_	neut	none	_
noun	_	pl	_	_	_	none	acc	_
noun	_	pl	_	_	_	none	dat	_
noun	_	pl	_	_	_	none	gen	_
noun	_	pl	_	_	_	none	nom	_
noun	_	pl	_	_	_	none	voc	_
noun	_	pl	_	_	_	none	none	_
noun	_	dual	_	_	_	comm	acc	_
noun	_	dual	_	_	_	comm	dat	_
noun	_	dual	_	_	_	comm	gen	_
noun	_	dual	_	_	_	comm	nom	_
noun	_	dual	_	_	_	comm	voc	_
noun	_	dual	_	_	_	comm	none	_
noun	_	dual	_	_	_	fem	acc	_
noun	_	dual	_	_	_	fem	dat	_
noun	_	dual	_	_	_	fem	gen	_
noun	_	dual	_	_	_	fem	nom	_
noun	_	dual	_	_	_	fem	voc	_
noun	_	dual	_	_	_	fem	none	_
noun	_	dual	_	_	_	masc	acc	_
noun	_	dual	_	_	_	masc	dat	_
noun	_	dual	_	_	_	masc	gen	_
noun	_	dual	_	_	_	masc	nom	_
noun	_	dual	_	_	_	masc	voc	_
noun	_	dual	_	_	_	masc	none	_
noun	_	dual	_	_	_	neut	acc	_
noun	_	dual	_	_	_	neut	dat	_
noun	_	dual	_	_	_	neut	gen	_
noun	_	dual	_	_	_	neut	nom	_
noun	_	dual	_	_	_	neut	voc	_
noun	_	dual	_	_	_	neut	none	_
noun	_	dual	_	_	_	none	acc	_
noun	_	dual	_	_	_	none	dat	_
noun	_	dual	_	_	_	none	gen	_
noun	_	dual	_	_	_	none	nom	_
noun	_	dual	_	_	_	none	voc	_
noun	_	dual	_	_	_	none	none	_
noun	_	none	_	_	_	comm	acc	_
noun	_	none	_	_	_	comm	dat	_
noun	_	none	_	_	_	comm	gen	_
noun	_	none	_	_	_	comm	nom	_
noun	_	none	_	_	_	comm	voc	_
noun	_	none	_	_	_	comm	none	_
noun	_	none	_	_	_	fem	acc	_
noun	_	none	_	_	_	fem	dat	_
noun	_	none	_	_	_	fem	gen	_
noun	_	none	_	_	_	fem	nom	_
noun	_	none	_	_	_	fem	voc	_
noun	_	none	_	_	_	fem	none	_
noun	_	none	_	_	_	masc	acc	_
noun	_	none	_	_	_	masc	dat	_
noun	_	none	_	_	_	masc	gen	_
noun	_	none	_	_	_	masc	nom	_
noun	_	none	_	_	_	masc	voc	_
noun	_	none	_	_	_	masc	none	_
noun	_	none	_	_	_	neut	acc	_
noun	_	none	_	_	_	neut	dat	_
noun	_	none	_	_	_	neut	gen	_
noun	_	none	_	_	_	neut	nom	_
noun	_	none	_	_	_	neut	voc	_
noun	_	none	_	_	_	neut	none	_
noun	_	none	_	_	_	none	acc	_
noun	_	none	_	_	_	none	dat	_
noun	_	none	_	_	_	none	gen	_
noun	_	none	_	_	_	none	nom	_
noun	_	none	_	_	_	none	voc	_
noun	_	none	_	_	_	none	none	_
numeral	_	sg	_	_	_	comm	acc	_
numeral	_	sg	_	_	_	comm	dat	_
numeral	_	sg	_	_	_	comm	gen	_
numeral	_	sg	_	_	_	comm	nom	_
numeral	_	sg	_	_	_	comm	voc	_
numeral	_	sg	_	_	_	comm	none	_
numeral	_	sg	_	_	_	fem	acc	_
numeral	_	sg	_	_	_	fem	dat	_
numeral	_	sg	_	_	_	fem	gen	_
numeral	_	sg	_	_	_	fem	nom	_
numeral	_	sg	_	_	_	fem	voc	_
numeral	_	sg	_	_	_	fem	none	_
numeral	_	sg	_	_	_	masc	acc	_
numeral	_	sg	_	_	_	masc	dat	_
numeral	_	sg	_	_	_	masc	gen	_
numeral	_	sg	_	_	_	masc	nom	_
numeral	_	sg	_	_	_	masc	voc	_
numeral	_	sg	_	_	_	masc	none	_
numeral	_	sg	_	_	_	neut	acc	_
numeral	_	sg	_	_	_	neut	dat	_
numeral	_	sg	_	_	_	neut	gen	_
numeral	_	sg	_	_	_	neut	nom	_
numeral	_	sg	_	_	_	neut	voc	_
numeral	_	sg	_	_	_	neut	none	_
numeral	_	sg	_	_	_	none	acc	_
numeral	_	sg	_	_	_	none	dat	_
numeral	_	sg	_	_	_	none	gen	_
numeral	_	sg	_	_	_	none	nom	_
numeral	_	sg	_	_	_	none	voc	_
numeral	_	sg	_	_	_	none	none	_
numeral	_	pl	_	_	_	comm	acc	_
numeral	_	pl	_	_	_	comm	dat	_
numeral	_	pl	_	_	_	comm	gen	_
numeral	_	pl	_	_	_	comm	nom	_
numeral	_	pl	_	_	_	comm	voc	_
numeral	_	pl	_	_	_	comm	none	_
numeral	_	pl	_	_	_	fem	acc	_
numeral	_	pl	_	_	_	fem	dat	_
numeral	_	pl	_	_	_	fem	gen	_
numeral	_	pl	_	_	_	fem	nom	_
numeral	_	pl	_	_	_	fem	voc	_
numeral	_	pl	_	_	_	fem	none	_
numeral	_	pl	_	_	_	masc	acc	_
numeral	_	pl	_	_	_	masc	dat	_
numeral	_	pl	_	_	_	masc	gen	_
numeral	_	pl	_	_	_	masc	nom	_
numeral	_	pl	_	_	_	masc	voc	_
numeral	_	pl	_	_	_	masc	none	_
numeral	_	pl	_	_	_	neut	acc	_
numeral	_	pl	_	_	_	neut	dat	_
numeral	_	pl	_	_	_	neut	gen	_
numeral	_	pl	_	_	_	neut	nom	_
numeral	_	pl	_	_	_	neut	voc	_
numeral	_	pl	_	_	_	neut	none	_
numeral	_	pl	_	_	_	none	acc	_
numeral	_	pl	_	_	_	none	dat	_
numeral	_	pl	_	_	_	none	gen	_
numeral	_	pl	_	_	_	none	nom	_
numeral	_	pl	_	_	_	none	voc	_
numeral	_	pl	_	_	_	none	none	_
numeral	_	dual	_	_	_	comm	acc	_
numeral	_	dual	_	_	_	comm	dat	_
numeral	_	dual	_	_	_	comm	gen	_
numeral	_	dual	_	_	_	comm	nom	_
numeral	_	dual	_	_	_	comm	voc	_
numeral	_	dual	_	_	_	comm	none	_
numeral	_	dual	_	_	_	fem	acc	_
numeral	_	dual	_	_	_	fem	dat	_
numeral	_	dual	_	_	_	fem	gen	_
numeral	_	dual	_	_	_	fem	nom	_
numeral	_	dual	_	_	_	fem	voc	_
numeral	_	dual	_	_	_	fem	none	_
numeral	_	dual	_	_	_	masc	acc	_
numeral	_	dual	_	_	_	masc	dat	_
numeral	_	dual	_	_	_	masc	gen	_
numeral	_	dual	_	_	_	masc	nom	_
numeral	_	dual	_	_	_	masc	voc	_
numeral	_	dual	_	_	_	masc	none	_
numeral	_	dual	_	_	_	neut	acc	_
numeral	_	dual	_	_	_	neut	dat	_
numeral	_	dual	_	_	_	neut	gen	_
numeral	_	dual	_	_	_	neut	nom	_
numeral	_	dual	_	_	_	neut	voc	_
numeral	_	dual	_	_	_	neut	none	_
numeral	_	dual	_	_	_	none	acc	_
numeral	_	dual	_	_	_	none	dat	_
numeral	_	dual	_	_	_	none	gen	_
numeral	_	dual	_	_	_	none	nom	_
numeral	_	dual	_	_	_	none	voc	_
numeral	_	dual	_	_	_	none	none	_
numeral	_	none	_	_	_	comm	acc	_
numeral	_	none	_	_	_	comm	dat	_
numeral	_	none	_	_	_	comm	gen	_
numeral	_	none	_	_	_	comm	nom	_
numeral	_	none	_	_	_	comm	voc	_
numeral	_	none	_	_	_	comm	none	_
numeral	_	none	_	_	_	fem	acc	_
numeral	_	none	_	_	_	fem	dat	_
numeral	_	none	_	_	_	fem	gen	_
numeral	_	none	_	_	_	fem	nom	_
numeral	_	none	_	_	_	fem	voc	_
numeral	_	none	_	_	_	fem	none	_
numeral	_	none	_	_	_	masc	acc	_
numeral	_	none	_	_	_	masc	dat	_
numeral	_	none	_	_	_	masc	gen	_
numeral	_	none	_	_	_	masc	nom	_
numeral	_	none	_	_	_	masc	voc	_
numeral	_	none	_	_	_	masc	none	_
numeral	_	none	_	_	_	neut	acc	_
numeral	_	none	_	_	_	neut	dat	_
numeral	_	none	_	_	_	neut	gen	_
numeral	_	none	_	_	_	neut	nom	_
numeral	_	none	_	_	_	neut	voc	_
numeral	_	none	_	_	_	neut	none	_
numeral	_	none	_	_	_	none	acc	_
numeral	_	none	_	_	_	none	dat	_
numeral	_	none	_	_	_	none	gen	_
numeral	_	none	_	_	_	none	nom	_
numeral	_	none	_	_	_	none	voc	_
numeral	_	none	_	_	_	none	none	_
participle	_	sg	aor	_	act	fem	acc	_
participle	_	sg	aor	_	act	fem	dat	_
participle	_	sg	aor	_	act	fem	gen	_
participle	_	sg	aor	_	act	fem	nom	_
participle	_	sg	aor	_	act	fem	voc	_
participle	_	sg	aor	_	act	masc	acc	_
participle	_	sg	aor	_	act	masc	dat	_
participle	_	sg	aor	_	act	masc	gen	_
participle	_	sg	aor	_	act	masc	nom	_
participle	_	sg	aor	_	act	masc	voc	_
participle	_	sg	aor	_	act	neut	acc	_
participle	_	sg	aor	_	act	neut	dat	_
participle	_	sg	aor	_	act	neut	gen	_
participle	_	sg	aor	_	act	neut	nom	_
participle	_	sg	aor	_	act	neut	voc	_
participle	_	sg	aor	_	mid	fem	acc	_
participle	_	sg	aor	_	mid	fem	dat	_
participle	_	sg	aor	_	mid	fem	gen	_
participle	_	sg	aor	_	mid	fem	nom	_
participle	_	sg	aor	_	mid	fem	voc	_
participle	_	sg	aor	_	mid	masc	acc	_
participle	_	sg	aor	_	mid	masc	dat	_
participle	_	sg	aor	_	mid	masc	gen	_
participle	_	sg	aor	_	mid	masc	nom	_
participle	_	sg	aor	_	mid	masc	voc	_
participle	_	sg	aor	_	mid	neut	acc	_
participle	_	sg	aor	_	mid	neut	dat	_
participle	_	sg	aor	_	mid	neut	gen	_
participle	_	sg	aor	_	mid	neut	nom	_
participle	_	sg	aor	_	mid	neut	voc	_
participle	_	sg	aor	_	pass	fem	acc	_
participle	_	sg	aor	_	pass	fem	dat	_
participle	_	sg	aor	_	pass	fem	gen	_
participle	_	sg	aor	_	pass	fem	nom	_
participle	_	sg	aor	_	pass	fem	voc	_
participle	_	sg	aor	_	pass	masc	acc	_
participle	_	sg	aor	_	pass	masc	dat	_
participle	_	sg	aor	_	pass	masc	gen	_
participle	_	sg	aor	_	pass	masc	nom	_
participle	_	sg	aor	_	pass	masc	voc	_
participle	_	sg	aor	_	pass	neut	acc	_
participle	_	sg	aor	_	pass	neut	dat	_
participle	_	sg	aor	_	pass	neut	gen	_
participle	_	sg	aor	_	pass	neut	nom	_
participle	_	sg	aor	_	pass	neut	voc	_
participle	_	sg	fut	_	act	fem	acc	_
participle	_	sg	fut	_	act	fem	dat	_
participle	_	sg	fut	_	act	fem	gen	_
participle	_	sg	fut	_	act	fem	nom	_
participle	_	sg	fut	_	act	fem	voc	_
participle	_	sg	fut	_	act	masc	acc	_
participle	_	sg	fut	_	act	masc	dat	_
participle	_	sg	fut	_	act	masc	gen	_
participle	_	sg	fut	_	act	masc	nom	_
participle	_	sg	fut	_	act	masc	voc	_
participle	_	sg	fut	_	act	neut	acc	_
participle	_	sg	fut	_	act	neut	dat	_
participle	_	sg	fut	_	act	neut	gen	_
participle	_	sg	fut	_	act	neut	nom	_
participle	_	sg	fut	_	act	neut	voc	_
participle	_	sg	fut	_	mid	fem	acc	_
participle	_	sg	fut	_	mid	fem	dat	_
participle	_	sg	fut	_	mid	fem	gen	_
participle	_	sg	fut	_	mid	fem	nom	_
participle	_	sg	fut	_	mid	fem	voc	_
participle	_	sg	fut	_	mid	masc	acc	_
participle	_	sg	fut	_	mid	masc	dat	_
participle	_	sg	fut	_	mid	masc	gen	_
participle	_	sg	fut	_	mid	masc	nom	_
participle	_	sg	fut	_	mid	masc	voc	_
participle	_	sg	fut	_	mid	neut	acc	_
participle	_	sg	fut	_	mid	neut	dat	_
participle	_	sg	fut	_	mid	neut	gen	_
participle	_	sg	fut	_	mid	neut	nom	_
participle	_	sg	fut	_	mid	neut	voc	_
participle	_	sg	fut	_	pass	fem	acc	_
participle	_	sg	fut	_	pass	fem	dat	_
participle	_	sg	fut	_	pass	fem	gen	_
participle	_	sg	fut	_	pass	fem	nom	_
participle	_	sg	fut	_	pass	fem	voc	_
participle	_	sg	fut	_	pass	masc	acc	_
participle	_	sg	fut	_	pass	masc	dat	_
participle	_	sg	fut	_	pass	masc	gen	_
participle	_	sg	fut	_	pass	masc	nom	_
participle	_	sg	fut	_	pass	masc	voc	_
participle	_	sg	fut	_	pass	neut	acc	_
participle	_	sg	fut	_	pass	neut	dat	_
participle	_	sg	fut	_	pass	neut	gen	_
participle	_	sg	fut	_	pass	neut	nom	_
participle	_	sg	fut	_	pass	neut	voc	_
participle	_	sg	futpf	_	act	fem	acc	_
participle	_	sg	futpf	_	act	fem	dat	_
participle	_	sg	futpf	_	act	fem	gen	_
participle	_	sg	futpf	_	act	fem	nom	_
participle	_	sg	futpf	_	act	fem	voc	_
participle	_	sg	futpf	_	act	masc	acc	_
participle	_	sg	futpf	_	act	masc	dat	_
participle	_	sg	futpf	_	act	masc	gen	_
participle	_	sg	futpf	_	act	masc	nom	_
participle	_	sg	futpf	_	act	masc	voc	_
participle	_	sg	futpf	_	act	neut	acc	_
participle	_	sg	futpf	_	act	neut	dat	_
participle	_	sg	futpf	_	act	neut	gen	_
participle	_	sg	futpf	_	act	neut	nom	_
participle	_	sg	futpf	_	act	neut	voc	_
participle	_	sg	futpf	_	mid	fem	acc	_
participle	_	sg	futpf	_	mid	fem	dat	_
participle	_	sg	futpf	_	mid	fem	gen	_
participle	_	sg	futpf	_	mid	fem	nom	_
participle	_	sg	futpf	_	mid	fem	voc	_
participle	_	sg	futpf	_	mid	masc	acc	_
participle	_	sg	futpf	_	mid	masc	dat	_
participle	_	sg	futpf	_	mid	masc	gen	_
participle	_	sg	futpf	_	mid	masc	nom	_
participle	_	sg	futpf	_	mid	masc	voc	_
participle	_	sg	futpf	_	mid	neut	acc	_
participle	_	sg	futpf	_	mid	neut	dat	_
participle	_	sg	futpf	_	mid	neut	gen	_
participle	_	sg	futpf	_	mid	neut	nom	_
participle	_	sg	futpf	_	mid	neut	voc	_
participle	_	sg	pf	_	act	fem	acc	_
participle	_	sg	pf	_	act	fem	dat	_
participle	_	sg	pf	_	act	fem	gen	_
participle	_	sg	pf	_	act	fem	nom	_
participle	_	sg	pf	_	act	fem	voc	_
participle	_	sg	pf	_	act	masc	acc	_
participle	_	sg	pf	_	act	masc	dat	_
participle	_	sg	pf	_	act	masc	gen	_
participle	_	sg	pf	_	act	masc	nom	_
participle	_	sg	pf	_	act	masc	voc	_
participle	_	sg	pf	_	act	neut	acc	_
participle	_	sg	pf	_	act	neut	dat	_
participle	_	sg	pf	_	act	neut	gen	_
participle	_	sg	pf	_	act	neut	nom	_
participle	_	sg	pf	_	act	neut	voc	_
participle	_	sg	pf	_	mid	fem	acc	_
participle	_	sg	pf	_	mid	fem	dat	_
participle	_	sg	pf	_	mid	fem	gen	_
participle	_	sg	pf	_	mid	fem	nom	_
participle	_	sg	pf	_	mid	fem	voc	_
participle	_	sg	pf	_	mid	masc	acc	_
participle	_	sg	pf	_	mid	masc	dat	_
participle	_	sg	pf	_	mid	masc	gen	_
participle	_	sg	pf	_	mid	masc	nom	_
participle	_	sg	pf	_	mid	masc	voc	_
participle	_	sg	pf	_	mid	neut	acc	_
participle	_	sg	pf	_	mid	neut	dat	_
participle	_	sg	pf	_	mid	neut	gen	_
participle	_	sg	pf	_	mid	neut	nom	_
participle	_	sg	pf	_	mid	neut	voc	_
participle	_	sg	pres	_	act	fem	acc	_
participle	_	sg	pres	_	act	fem	dat	_
participle	_	sg	pres	_	act	fem	gen	_
participle	_	sg	pres	_	act	fem	nom	_
participle	_	sg	pres	_	act	fem	voc	_
participle	_	sg	pres	_	act	masc	acc	_
participle	_	sg	pres	_	act	masc	dat	_
participle	_	sg	pres	_	act	masc	gen	_
participle	_	sg	pres	_	act	masc	nom	_
participle	_	sg	pres	_	act	masc	voc	_
participle	_	sg	pres	_	act	neut	acc	_
participle	_	sg	pres	_	act	neut	dat	_
participle	_	sg	pres	_	act	neut	gen	_
participle	_	sg	pres	_	act	neut	nom	_
participle	_	sg	pres	_	act	neut	voc	_
participle	_	sg	pres	_	mid	fem	acc	_
participle	_	sg	pres	_	mid	fem	dat	_
participle	_	sg	pres	_	mid	fem	gen	_
participle	_	sg	pres	_	mid	fem	nom	_
participle	_	sg	pres	_	mid	fem	voc	_
participle	_	sg	pres	_	mid	masc	acc	_
participle	_	sg	pres	_	mid	masc	dat	_
participle	_	sg	pres	_	mid	masc	gen	_
participle	_	sg	pres	_	mid	masc	nom	_
participle	_	sg	pres	_	mid	masc	voc	_
participle	_	sg	pres	_	mid	neut	acc	_
participle	_	sg	pres	_	mid	neut	dat	_
participle	_	sg	pres	_	mid	neut	gen	_
participle	_	sg	pres	_	mid	neut	nom	_
participle	_	sg	pres	_	mid	neut	voc	_
participle	_	pl	aor	_	act	fem	acc	_
participle	_	pl	aor	_	act	fem	dat	_
participle	_	pl	aor	_	act	fem	gen	_
participle	_	pl	aor	_	act	fem	nom	_
participle	_	pl	aor	_	act	fem	voc	_
participle	_	pl	aor	_	act	masc	acc	_
participle	_	pl	aor	_	act	masc	dat	_
participle	_	pl	aor	_	act	masc	gen	_
participle	_	pl	aor	_	act	masc	nom	_
participle	_	pl	aor	_	act	masc	voc	_
participle	_	pl	aor	_	act	neut	acc	_
participle	_	pl	aor	_	act	neut	dat	_
participle	_	pl	aor	_	act	neut	gen	_
participle	_	pl	aor	_	act	neut	nom	_
participle	_	pl	aor	_	act	neut	voc	_
participle	_	pl	aor	_	mid	fem	acc	_
participle	_	pl	aor	_	mid	fem	dat	_
participle	_	pl	aor	_	mid	fem	gen	_
participle	_	pl	aor	_	mid	fem	nom	_
participle	_	pl	aor	_	mid	fem	voc	_
participle	_	pl	aor	_	mid	masc	acc	_
participle	_	pl	aor	_	mid	masc	dat	_
participle	_	pl	aor	_	mid	masc	gen	_
participle	_	pl	aor	_	mid	masc	nom	_
participle	_	pl	aor	_	mid	masc	voc	_
participle	_	pl	aor	_	mid	neut	acc	_
